numner,id,lat,lon,amenity
12885,547124959,51.5800638,-0.3630029,waste_basket
12886,547124962,51.580056,-0.3631958,waste_basket
12887,547124964,51.5807833,-0.3638674,waste_basket
12888,547124966,51.5764218,-0.3567036,bench
12889,547124987,51.5795809,-0.352694,telephone
12890,547124993,51.5810604,-0.3644306,waste_basket
12891,547125000,51.5774524,-0.3489438,telephone
12892,547125002,51.5774803,-0.3489432,post_box
12893,547125004,51.5774757,-0.3489296,waste_basket
12894,547143035,51.5806827,-0.3662278,place_of_worship
12895,547322474,51.5724883,-0.3710078,waste_basket
12896,547322479,51.5725043,-0.3706882,atm
12897,547322489,51.5738965,-0.3701203,sports_club
12898,547322528,51.5753313,-0.3707842,bicycle_parking
12899,547322854,51.5725755,-0.3658643,post_box
12900,547322910,51.5764981,-0.3713292,atm
12901,547322939,51.5769114,-0.370958,bank
12902,547322963,51.5768349,-0.3710019,waste_basket
12903,547322976,51.5769582,-0.3712987,waste_basket
12904,547322982,51.5774152,-0.3713205,post_box
12905,547322993,51.5774682,-0.3713352,telephone
12906,547322996,51.5775047,-0.3713381,waste_basket
12907,547323005,51.5775613,-0.3711412,fast_food
12908,547323241,51.5818523,-0.3712685,post_box
12909,547323304,51.5830056,-0.366734,bench
12910,547323339,51.5826885,-0.3663696,bench
12911,547323368,51.5830037,-0.3666588,waste_basket
12912,547422809,51.5708238,-0.3617717,bicycle_parking
12913,547422825,51.5661661,-0.3509259,telephone
12914,547422845,51.5667967,-0.350357,waste_basket
12915,547422854,51.5681666,-0.3485477,waste_basket
12916,547514019,51.5812723,-0.3186548,telephone
12917,547514028,51.5854097,-0.3061567,waste_basket
12918,547514054,51.5847777,-0.2991803,waste_basket
12919,547514069,51.5856563,-0.299239,waste_basket
12920,547514074,51.5856548,-0.2984835,waste_basket
12921,547514104,51.5872746,-0.3003857,office
12922,547514137,51.5906609,-0.2997926,doctors
12923,547514147,51.5856871,-0.2962395,waste_basket
12924,547514153,51.5866219,-0.2957505,waste_basket
12925,547514157,51.5863789,-0.2931173,waste_basket
12926,547540181,51.5796873,-0.31385,recycling
12927,547540191,51.5812281,-0.3145646,atm
12928,547540206,51.5872693,-0.304253,pub
12929,547540213,51.5868231,-0.3004246,hospice
12930,547540217,51.5871328,-0.3004313,post_box
12931,547540220,51.5867181,-0.2989325,pharmacy
12932,547540222,51.5867457,-0.2989612,telephone
12933,548205762,51.5393013,-0.0977752,bureau_de_change
12934,548210958,51.5391285,-0.0980339,fast_food
12935,548212793,51.5390527,-0.0983298,bicycle_parking
12936,548220279,51.5387596,-0.0985437,cafe
12937,548660229,51.5791633,-0.3087677,post_box
12938,548660230,51.5827269,-0.3160428,waste_basket
12939,548660235,51.5819294,-0.311648,post_box
12940,548660236,51.5824983,-0.3112833,waste_basket
12941,548660240,51.5829555,-0.3090861,waste_basket
12942,548660241,51.5781287,-0.3032563,school
12943,548660243,51.5778159,-0.3021755,waste_basket
12944,548660245,51.5791813,-0.3062781,bench
12945,548660247,51.5781003,-0.3036086,post_box
12946,548660248,51.5768921,-0.2984818,post_box
12947,548660249,51.578403,-0.3011411,kindergarten
12948,548660253,51.5762634,-0.2950785,post_box
12949,548660255,51.5821559,-0.3061376,place_of_worship
12950,548660256,51.5821689,-0.306302,waste_basket
12951,548704464,51.581373,-0.3180087,post_box
12952,548704472,51.5811822,-0.3183775,waste_basket
12953,548704484,51.5819505,-0.317124,bicycle_parking
12954,548704495,51.5816799,-0.317525,waste_basket
12955,548704511,51.5838766,-0.3139662,waste_basket
12956,548704523,51.5848799,-0.3116081,waste_basket
12957,548704533,51.580893,-0.3032685,post_box
12958,548704553,51.5830672,-0.3044851,waste_basket
12959,548704566,51.5862363,-0.3074096,waste_basket
12960,548802526,51.5769252,-0.307841,post_box
12961,548802554,51.5793621,-0.3120807,kindergarten
12962,548802805,51.5619252,-0.2809552,waste_basket
12963,548865946,51.5643963,-0.2861362,waste_basket
12964,548865963,51.5683727,-0.2889099,post_box
12965,548865975,51.5651714,-0.2854677,waste_basket
12966,548865996,51.5740571,-0.3034348,post_box
12967,548866003,51.5719339,-0.2974134,post_box
12968,548866030,51.5709117,-0.2946193,bar
12969,548866034,51.5709459,-0.2946133,pharmacy
12970,548866039,51.571032,-0.2949578,bank
12971,548906375,51.540117,-0.096969,fast_food
12972,549122998,51.5193252,-0.1075476,cafe
12973,549143773,51.5205223,-0.1086489,cafe
12974,549151839,51.519528,-0.1072556,cafe
12975,549171171,51.5198485,-0.1071526,cafe
12976,549246683,51.5198772,-0.1059035,restaurant
12977,549247011,51.519965,-0.105935,post_office
12978,549247693,51.5202884,-0.1060408,cafe
12979,549248187,51.52078,-0.106273,fast_food
12980,549942385,51.4651856,0.0086808,restaurant
12981,550437180,51.4782792,-0.0375027,post_box
12982,550437192,51.4739762,-0.0341377,pub
12983,550696164,51.5104931,-0.4634132,pub
12984,551435125,51.4985675,-0.3031925,bar
12985,551592909,51.4578109,-0.3062667,cafe
12986,551888289,51.5212301,-0.141878,restaurant
12987,552169434,51.5283012,-0.1316519,pub
12988,552172455,51.528353,-0.132303,atm
12989,552175500,51.5279763,-0.1338663,pharmacy
12990,552175894,51.5276064,-0.1337622,atm
12991,552192622,51.2923329,-0.3560176,public_building
12992,552235874,51.527096,-0.1307961,restaurant
12993,552439324,51.4984133,-0.3137983,pharmacy
12994,552439392,51.5009457,-0.3153591,pub
12995,552440163,51.5034724,-0.3172628,recycling
12996,552441026,51.5022614,-0.3159965,restaurant
12997,552442042,51.4986191,-0.3143476,fast_food
12998,552442408,51.4984845,-0.3142214,restaurant
12999,552801783,51.3171519,-0.453811,cafe
13000,552801789,51.3171325,-0.4536737,toilets
13001,552854919,51.489751,-0.096514,telephone
13002,552914583,51.5004981,-0.2265854,pharmacy
13003,553018115,51.5279004,-0.0907985,restaurant
13004,553306637,51.5184974,-0.1376452,post_box
13005,553306708,51.5184342,-0.1375809,bicycle_parking
13006,553307048,51.518654,-0.1377926,telephone
13007,553307205,51.51795,-0.1392906,telephone
13008,553308759,51.5176778,-0.0816015,toilets
13009,553309103,51.51706,-0.1425799,post_box
13010,553309493,51.5167644,-0.1407557,telephone
13011,553310162,51.517395,-0.1379532,post_box
13012,553311934,51.5194121,-0.1359536,restaurant
13013,553312135,51.5196756,-0.1347494,bicycle_parking
13014,553312153,51.519833,-0.134303,bicycle_parking
13015,553312238,51.520454,-0.133317,bicycle_parking
13016,553312241,51.5207737,-0.1332174,telephone
13017,553312885,51.520824,-0.1294123,bicycle_parking
13018,554138077,51.5105048,-0.1206359,restaurant
13019,554959827,51.4683438,-0.2267689,post_box
13020,554959830,51.4652058,-0.2292771,post_box
13021,554959833,51.463785,-0.2320499,post_box
13022,554959835,51.4643739,-0.2370522,post_office
13023,554959836,51.4649023,-0.2403249,post_box
13024,554959837,51.4636432,-0.2438375,post_box
13025,554959841,51.4642748,-0.249539,post_box
13026,554959844,51.4546951,-0.2500603,post_box
13027,554959847,51.453363,-0.2496756,post_box
13028,554959849,51.4532085,-0.2512856,post_box
13029,554974745,51.52996,-0.1244199,cafe
13030,554975954,51.529716,-0.1240485,fast_food
13031,554976927,51.5296813,-0.1241257,bank
13032,555023261,51.52424,-0.1228259,bicycle_parking
13033,555062505,51.45047,-0.2461754,post_box
13034,555062507,51.4495128,-0.2416015,post_box
13035,555062509,51.4470033,-0.24141,post_box
13036,555062511,51.4469885,-0.2383126,post_box
13037,555062514,51.4441264,-0.2406424,post_box
13038,555062516,51.4329297,-0.2567637,post_box
13039,555062518,51.4297757,-0.2568809,post_box
13040,555062520,51.4286401,-0.2594315,post_box
13041,555062523,51.4318222,-0.2599167,post_box
13042,555062524,51.4350691,-0.2578157,post_box
13043,555062527,51.4374976,-0.2466927,post_box
13044,555062529,51.4395002,-0.2464866,post_box
13045,555062531,51.4499665,-0.2294613,post_box
13046,555062533,51.4537689,-0.2347003,post_box
13047,555062535,51.4507147,-0.2384305,post_box
13048,555062537,51.4557352,-0.2418251,post_box
13049,555062540,51.4562818,-0.2428729,post_box
13050,555062543,51.4584476,-0.2430059,post_box
13051,555062545,51.4592027,-0.2378251,post_box
13052,555062547,51.4613216,-0.238128,post_box
13053,555072013,51.4628863,-0.2269126,post_box
13054,555072015,51.4617229,-0.2315081,post_box
13055,555072023,51.4595983,-0.2260282,post_box
13056,555072025,51.4597001,-0.2196769,post_box
13057,555072029,51.4605023,-0.2187648,post_box
13058,555072031,51.4586794,-0.2226961,post_box
13059,555072033,51.4623628,-0.2225419,post_box
13060,558296902,51.5742666,-0.0720772,post_office
13061,558296922,51.5736758,-0.0711936,parking
13062,558642836,51.526411,-0.312806,post_office
13063,558807170,51.646769,-0.1349239,pharmacy
13064,558807173,51.6469793,-0.1348249,telephone
13065,558807174,51.6468656,-0.1346432,fast_food
13066,558809526,51.5057609,-0.0996074,gym
13067,558809527,51.5059196,-0.0992147,cafe
13068,558809528,51.5057059,-0.0992629,cafe
13069,558809531,51.5062602,-0.0994777,restaurant
13070,558876732,51.5375763,-0.0999694,bicycle_parking
13071,558876851,51.5379525,-0.0999069,telephone
13072,559147868,51.49484,-0.088072,telephone
13073,559149465,51.49882,-0.096363,bicycle_parking
13074,559348481,51.5111838,-0.1316434,restaurant
13075,559349204,51.510728,-0.1310087,telephone
13076,559350924,51.5114402,-0.1304847,temporary_toilet_site
13077,559520519,51.507257,-0.1285023,cafe
13078,559520875,51.507246,-0.12841,cafe
13079,559521039,51.507307,-0.12839,telephone
13080,559522541,51.5073613,-0.1266227,restaurant
13081,559767935,51.5841616,-0.0343028,post_box
13082,559767936,51.5851766,-0.0156212,post_box
13083,559767937,51.5761601,-0.0212593,post_box
13084,559767938,51.5874164,-0.0399971,post_box
13085,559985361,51.5002596,-0.0643476,pub
13086,560020876,51.4841299,-0.0089847,ferry_terminal
13087,560451526,51.5455226,-0.1800041,post_box
13088,560451864,51.535878,-0.1851589,pub
13089,560460207,51.4933629,-0.1422955,parking
13090,560751240,51.5128882,-0.0839276,fast_food
13091,560751244,51.5132469,-0.0946381,fast_food
13092,560751263,51.5191504,-0.0881431,fast_food
13093,560967614,51.5191352,-0.1154919,post_box
13094,561213132,51.6598743,-0.4011037,parking
13095,561240684,51.6525271,-0.3913839,parking
13096,561240687,51.6528093,-0.3931091,parking
13097,561630350,51.649965,-0.3851847,parking
13098,563198198,51.5163626,-0.1760227,pub
13099,563198909,51.515836,-0.176688,restaurant
13100,563199192,51.515726,-0.17628,cafe
13101,563200150,51.515616,-0.176521,cafe
13102,563200304,51.516424,-0.176671,cafe
13103,563313189,51.3999246,-0.0202054,toilets
13104,564158819,51.4235151,0.1718752,pharmacy
13105,564718520,51.4972414,-0.0942931,recycling
13106,564727491,51.4655608,-0.1922051,telephone
13107,564744062,51.4759508,-0.1809423,post_box
13108,564744078,51.4800331,-0.1781289,toilets
13109,564862641,51.4853549,-0.1342783,drinking_water
13110,564862658,51.4848931,-0.137917,telephone
13111,564862659,51.4852672,-0.1363135,fuel
13112,564908750,51.515584,-0.176398,atm
13113,564909653,51.515607,-0.176259,telephone
13114,564923959,51.5225438,-0.1626715,post_box
13115,565207354,51.5229188,-0.0781603,cafe
13116,565207357,51.5238555,-0.0799373,car_wash
13117,565207362,51.5233597,-0.0784551,massage_parlour
13118,565207373,51.5239036,-0.0773793,cafe
13119,565226750,51.5214544,-0.0783371,cafe
13120,565433943,51.5035341,-0.0815327,gym
13121,565435295,51.5357099,-0.1031097,restaurant
13122,565439071,51.5162441,-0.108227,restaurant
13123,565439416,51.5143713,-0.1096614,cafe
13124,565439685,51.5128377,-0.1134395,bank
13125,565470142,51.5129363,-0.1319643,post_box
13126,565470149,51.5151393,-0.130809,pub
13127,565470152,51.5151073,-0.1306545,nightclub
13128,565522159,51.4949624,-0.0970625,recycling
13129,565582745,51.4845368,-0.0045287,statue
13130,565586353,51.4848999,-0.0032658,notice_board
13131,565590499,51.4856696,-0.0019955,notice_board
13132,565597880,51.4865407,-0.0006737,notice_board
13133,565600821,51.4890099,0.002399,notice_board
13134,565682152,51.4692357,-0.2549255,restaurant
13135,565728475,51.5167678,-0.1281612,telephone
13136,565731236,51.516805,-0.126909,restaurant
13137,566139463,51.5258371,-0.1360791,cafe
13138,566152754,51.5001175,-0.1141674,cafe
13139,566201768,51.5069013,-0.1221279,bicycle_parking
13140,566201769,51.5066983,-0.1227202,bicycle_parking
13141,566202723,51.5072379,-0.126943,bicycle_parking
13142,566202726,51.5089474,-0.1295695,bicycle_parking
13143,566202731,51.5093861,-0.1298025,bicycle_parking
13144,566202736,51.5088138,-0.1305394,bicycle_parking
13145,566202746,51.5069815,-0.1253809,bicycle_parking
13146,566225612,51.4980529,-0.0907216,recycling
13147,566263104,51.4953629,-0.0862451,recycling
13148,566263109,51.4944705,-0.0844083,nursing_home
13149,566313868,51.5117346,-0.1216725,toilets
13150,566313869,51.5118417,-0.1230195,pub
13151,566313870,51.5121568,-0.1223616,restaurant
13152,566353266,51.5117577,-0.1285092,atm
13153,566357928,51.512359,-0.133217,bar
13154,566454202,51.4999411,-0.1064635,recycling
13155,566481304,51.6174112,-0.1769255,bank
13156,566590803,51.4933898,0.0017088,notice_board
13157,566590808,51.4921714,0.0024898,notice_board
13158,566590813,51.4914018,0.0025413,notice_board
13159,566590818,51.49052,0.0025842,notice_board
13160,566590819,51.4929837,0.0021293,notice_board
13161,566590823,51.4941219,0.0014684,notice_board
13162,566590832,51.4955487,0.0016315,notice_board
13163,566590837,51.4949181,0.0019748,notice_board
13164,566590841,51.4944479,0.0012109,notice_board
13165,566604666,51.4947471,0.0515764,viewing_platform
13166,566635954,51.5188893,-0.1504493,restaurant
13167,566649818,51.5128751,-0.2653996,post_box
13168,566650836,51.5155787,-0.26523,car_sharing
13169,566662048,51.4983308,-0.1048293,restaurant
13170,566787149,51.535968,-0.1024115,telephone
13171,566791196,51.5360716,-0.1021515,fast_food
13172,566795528,51.5363119,-0.1016776,restaurant
13173,566829327,51.4087726,0.0230874,place_of_worship
13174,566968127,51.5049786,-0.3052381,cafe
13175,566969950,51.5002729,-0.3150656,restaurant
13176,566973547,51.5014563,-0.3066661,recycling
13177,566996116,51.4087656,0.0247907,place_of_worship
13178,567015547,51.5178254,-0.0806455,cafe
13179,567015646,51.5176371,-0.0808327,cafe
13180,567015764,51.5175271,-0.080849,fast_food
13181,567016125,51.517509,-0.0802149,cafe
13182,567019903,51.4140689,0.020942,restaurant
13183,567038425,51.415614,-0.05378,post_office
13184,567052196,51.5073791,-0.3053997,restaurant
13185,567052197,51.5050789,-0.3057201,pub
13186,567052199,51.5060204,-0.3049015,restaurant
13187,567052203,51.5074395,-0.3054191,restaurant
13188,567055861,51.4436547,0.0177866,pub
13189,567115039,51.5010952,-0.2858694,fuel
13190,567195997,51.536593,-0.102945,restaurant
13191,567239700,51.4032068,0.0143052,toilets
13192,567352276,51.5240848,-0.0714276,taxi
13193,567373750,51.5035851,-0.3179097,restaurant
13194,567375220,51.4936884,-0.2794899,post_box
13195,567378691,51.5025336,-0.3161895,restaurant
13196,567598078,51.412235,0.023314,post_box
13197,567598081,51.4060975,0.015722,pharmacy
13198,567598082,51.4146761,0.0169539,pharmacy
13199,567598087,51.4106022,0.0279488,place_of_worship
13200,567814235,51.5068441,-0.0913009,cafe
13201,567822684,51.516452,-0.17674,cafe
13202,567822701,51.516432,-0.176611,cafe
13203,567822702,51.516465,-0.17653,fast_food
13204,567843761,51.5158586,-0.0798521,pharmacy
13205,567907193,51.5884472,-0.0617581,fast_food
13206,567922149,51.499994,-0.104539,telephone
13207,567927904,51.5110299,-0.1190482,bicycle_parking
13208,567929862,51.5119892,-0.1233228,pub
13209,567930992,51.5116122,-0.1229418,bar
13210,567931797,51.51136,-0.1233528,bank
13211,568031045,51.4986525,-0.3063433,place_of_worship
13212,568037858,51.498596,-0.243672,pub
13213,568037962,51.496247,-0.2561294,post_box
13214,568113185,51.3929891,0.1125966,toilets
13215,568113602,51.3921593,0.1144612,toilets
13216,568191437,51.3968003,0.1738131,cafe
13217,568191447,51.3968962,0.1736262,fast_food
13218,568191449,51.396867,0.1736872,restaurant
13219,568198492,51.487647,-0.1681947,bicycle_parking
13220,568198493,51.4910513,-0.1548995,pub
13221,568198494,51.490116,-0.1464212,parking
13222,568337039,51.6130627,-0.4846267,post_box
13223,568386395,51.6211056,-0.4329195,post_box
13224,568541033,51.5072579,-0.1228872,cafe
13225,568542316,51.507051,-0.122338,cafe
13226,568542895,51.4962408,-0.2702804,post_box
13227,568542898,51.4982643,-0.2695482,post_box
13228,568542900,51.4948566,-0.2665027,post_box
13229,568544085,51.508056,-0.124333,pub
13230,568544257,51.508257,-0.124649,pharmacy
13231,568544273,51.4954513,-0.2598886,post_box
13232,568544274,51.4987865,-0.2426617,post_box
13233,568567321,51.4982226,-0.2461581,post_box
13234,569044661,51.4006793,-0.2656941,post_box
13235,569482478,51.5046586,-0.319131,pharmacy
13236,569506956,51.4888341,-0.0912343,bicycle_parking
13237,569514498,51.4919401,-0.2801618,post_box
13238,569516981,51.4892444,-0.0904258,telephone
13239,569524162,51.5026134,-0.1168689,pub
13240,569524165,51.5026748,-0.1171122,pub
13241,569524169,51.501349,-0.1196065,fast_food
13242,569700963,51.5404224,-0.1576155,post_box
13243,569700965,51.5404269,-0.1576712,telephone
13244,569700967,51.540454,-0.1576736,telephone
13245,569781189,51.4581877,-0.0750547,bicycle_parking
13246,569878469,51.5718094,-0.1295131,fast_food
13247,569880285,51.5094769,-0.1305782,dead_pub
13248,571107368,51.518026,-0.108649,atm
13249,571107490,51.5179712,-0.1084165,pharmacy
13250,571219782,51.5213804,-0.1129608,atm
13251,571285789,51.5411771,0.001524,fast_food
13252,571285791,51.5412563,0.0016273,fast_food
13253,571285794,51.5418662,0.0003098,bank
13254,571285795,51.5418055,-0.0027559,atm
13255,571285803,51.5417052,-0.0015664,fast_food
13256,571285805,51.5416168,-0.0015839,fast_food
13257,571285807,51.5410288,0.0011252,fast_food
13258,571285810,51.5411072,0.0013947,cafe
13259,571287151,51.515944,-0.0841022,fast_food
13260,571287544,51.5172444,-0.0833387,fast_food
13261,571391335,51.5057562,-0.1157244,bicycle_parking
13262,571392764,51.5067871,-0.112135,bicycle_parking
13263,571462872,51.5278793,-0.1349197,police
13264,571468543,51.5081528,-0.1268627,embassy
13265,571521104,51.4718077,-0.4880796,post_box
13266,571521109,51.4712898,-0.4880769,post_box
13267,573320894,51.507876,-0.125089,cafe
13268,573320898,51.508103,-0.124392,fast_food
13269,573320904,51.5081363,-0.1244617,cafe
13270,573320919,51.5080331,-0.1252987,cafe
13271,573320932,51.5081564,-0.1244992,atm
13272,573501366,51.5057845,-0.2187355,restaurant
13273,573563402,51.6208548,-0.3766747,telephone
13274,573563409,51.6208698,-0.3766189,post_box
13275,573854610,51.5043018,-0.0225383,pub
13276,574268988,51.4191971,-0.199933,bicycle_parking
13277,574270083,51.419207,-0.200105,telephone
13278,576403603,51.494683,-0.1355804,restaurant
13279,576403610,51.5014023,-0.1549083,pub
13280,576403614,51.4986775,-0.183531,restaurant
13281,576994712,51.523472,-0.105511,theatre
13282,577179202,51.5182352,-0.1444008,embassy
13283,577179222,51.5179874,-0.1442095,post_box
13284,577179316,51.5200181,-0.1452546,embassy
13285,577179328,51.520193,-0.1453361,embassy
13286,577179362,51.5207098,-0.1455401,embassy
13287,577179370,51.5207778,-0.1455929,embassy
13288,577179375,51.519985,-0.1446494,post_box
13289,577248613,51.507562,-0.130895,bank
13290,577250901,51.5162857,-0.143474,motorcycle_parking
13291,577268245,51.6045599,-0.193123,place_of_worship
13292,577285302,51.502023,0.004773,cafe
13293,577285380,51.5018329,0.0036639,restaurant
13294,577371972,51.5040697,0.0043511,restaurant
13295,577380877,51.4340171,-0.3298047,post_box
13296,577394977,51.3161139,-0.1378106,bicycle_parking
13297,577559476,51.5188693,-0.078343,pub
13298,577559479,51.5193674,-0.0781017,cafe
13299,577559480,51.5185302,-0.0793065,bank
13300,578482431,51.6062018,-0.2406259,restaurant
13301,578711045,51.3951545,0.1782761,cafe
13302,578711054,51.3952525,0.1780298,restaurant
13303,579543807,51.3948022,0.1786067,bench
13304,579754748,51.3988024,0.170143,bench
13305,581005278,51.5247707,-0.1100541,restaurant
13306,581005289,51.5253724,-0.1102435,telephone
13307,581057258,51.4995143,-0.114193,cafe
13308,581058547,51.5073243,-0.1288533,pub
13309,581143053,51.5824191,-0.1499555,toilets
13310,581391379,51.525274,-0.1099403,motorcycle_parking
13311,581427087,51.5718848,-0.1296142,fast_food
13312,581427089,51.5719251,-0.1295583,post_box
13313,581427090,51.5719566,-0.1297166,restaurant
13314,581959113,51.5226758,-0.1035577,restaurant
13315,581959483,51.522707,-0.103402,bicycle_parking
13316,581960142,51.5224662,-0.1035302,cafe
13317,581960745,51.5223714,-0.1031261,bicycle_parking
13318,581961373,51.52241,-0.1028152,arts_centre
13319,581965971,51.5555413,-0.0547614,telephone
13320,581966053,51.5570748,-0.0466213,cafe
13321,581966054,51.5568733,-0.0465745,telephone
13322,581966057,51.5568612,-0.0466042,bicycle_parking
13323,581966187,51.5579213,-0.0523411,post_box
13324,582013515,51.403941,0.0181847,parking
13325,582503300,51.4896095,-0.3107659,car_rental
13326,582582173,51.534574,-0.1056969,nightclub
13327,582584552,51.534056,-0.106111,cafe
13328,582630405,51.5148675,-0.140807,cafe
13329,582632318,51.514691,-0.1409747,restaurant
13330,582750332,51.5321668,-0.1778891,studio
13331,582758997,51.5137737,-0.1935241,post_box
13332,582758998,51.5143608,-0.1936093,restaurant
13333,582758999,51.5139631,-0.1937349,restaurant
13334,582761967,51.5143667,-0.1947593,post_box
13335,582761968,51.5145776,-0.19482,telephone
13336,582761969,51.5142252,-0.1938071,cafe
13337,582761970,51.514294,-0.1938261,restaurant
13338,582764942,51.5141143,-0.1937765,restaurant
13339,582764943,51.5149041,-0.1939946,restaurant
13340,582764944,51.5146359,-0.1936743,restaurant
13341,582766262,51.5024481,-0.1889658,restaurant
13342,582769226,51.5151074,-0.1413059,restaurant
13343,582793582,51.517546,-0.1426726,cafe
13344,582929612,51.5332369,-0.4740561,bank
13345,582929613,51.5328958,-0.4757818,post_box
13346,582929614,51.5329566,-0.475262,telephone
13347,582929617,51.533407,-0.4741516,pub
13348,582929618,51.5334104,-0.473864,cafe
13349,582929620,51.5333594,-0.4737155,bar
13350,583286333,51.475325,-0.174909,restaurant
13351,583286339,51.4748458,-0.1745798,cafe
13352,583286340,51.4728597,-0.1737803,car_sharing
13353,583291838,51.5226063,-0.1653904,atm
13354,583299437,51.4061301,0.0159941,restaurant
13355,583299441,51.4061421,0.0161619,restaurant
13356,583329971,51.4618493,-0.2167633,fast_food
13357,583329974,51.4618113,-0.2167722,gambling
13358,583329976,51.4623852,-0.2165339,cafe
13359,583329986,51.462578,-0.216431,pub
13360,583329994,51.4628432,-0.2162419,bank
13361,583329995,51.46278,-0.216258,atm
13362,583330007,51.463037,-0.2161346,dentist
13363,583330011,51.4634982,-0.2158825,bank
13364,583330013,51.463547,-0.215828,atm
13365,583330024,51.4637054,-0.2157216,fast_food
13366,583330025,51.4646843,-0.2150812,restaurant
13367,583330026,51.4645241,-0.2153084,bank
13368,583330027,51.4644784,-0.2152613,atm
13369,583330030,51.4650088,-0.2148305,fast_food
13370,583330032,51.464878,-0.2149256,bank
13371,583330033,51.4648491,-0.2149329,atm
13372,583330034,51.4654251,-0.2145438,restaurant
13373,583330035,51.4653834,-0.2145678,restaurant
13374,583330036,51.4652046,-0.2146873,bar
13375,583330037,51.4651549,-0.2147187,bar
13376,583330040,51.4655926,-0.2144884,restaurant
13377,583330043,51.4654723,-0.2145286,fast_food
13378,583337401,51.4651963,-0.211609,art
13379,583344668,51.4017468,0.0149441,bar
13380,583344737,51.3996245,0.0167827,telephone
13381,583429892,51.5206394,-0.1107249,recycling
13382,583525060,51.4635828,0.0502634,place_of_worship
13383,583556761,51.580184,-0.335322,restaurant
13384,584412566,51.5294851,-0.1057828,telephone
13385,584414528,51.5277509,-0.107728,recycling
13386,584415425,51.5283993,-0.1068726,post_box
13387,584448094,51.5278217,-0.1079567,motorcycle_parking
13388,584462453,51.530051,-0.105174,restaurant
13389,584462458,51.5300711,-0.1048182,public_building
13390,584514525,51.5257964,-0.1097388,fast_food
13391,584514541,51.5263265,-0.1080004,nightclub
13392,584516650,51.5244816,-0.1101467,restaurant
13393,586437116,51.4640141,-0.2165186,atm
13394,586437687,51.5220108,-0.1044531,post_box
13395,587737995,51.5059668,-0.1012197,post_box
13396,587738724,51.506317,-0.1021667,bicycle_parking
13397,587741450,51.5041555,-0.105828,bar
13398,587741563,51.5040487,-0.1053398,bicycle_parking
13399,587741646,51.5035011,-0.1054042,telephone
13400,587741881,51.5032774,-0.1063359,bicycle_parking
13401,587743101,51.5028675,-0.1075609,telephone
13402,587746213,51.502764,-0.107624,restaurant
13403,587752289,51.50248,-0.1087794,telephone
13404,587752304,51.5023995,-0.1090438,bicycle_parking
13405,587752405,51.502344,-0.1092033,bicycle_parking
13406,587752879,51.5022461,-0.1093045,bicycle_parking
13407,587753634,51.502373,-0.109712,telephone
13408,587753798,51.5020715,-0.110278,telephone
13409,587754352,51.5019816,-0.1106433,community_centre
13410,587754447,51.5014416,-0.1109101,restaurant
13411,587754458,51.5017315,-0.1110288,restaurant
13412,587754532,51.5013214,-0.1119396,pharmacy
13413,587754668,51.5010525,-0.1119501,bar
13414,587756076,51.500804,-0.11298,library
13415,587757716,51.4994788,-0.1141205,restaurant
13416,587759520,51.4987619,-0.112725,restaurant
13417,587759630,51.4988319,-0.1127854,bank
13418,587760188,51.4981906,-0.1125025,restaurant
13419,587761015,51.4971632,-0.1120901,pharmacy
13420,587761436,51.4970969,-0.1120632,restaurant
13421,587761576,51.4970019,-0.1120651,dentist
13422,587761728,51.496276,-0.111521,telephone
13423,587761906,51.4959251,-0.1117837,restaurant
13424,587762018,51.4960122,-0.1119058,pharmacy
13425,587762098,51.495902,-0.113388,telephone
13426,587764588,51.49938,-0.114001,restaurant
13427,587768035,51.5012906,-0.1158882,bar
13428,587768723,51.501583,-0.117893,restaurant
13429,587773383,51.50231,-0.117716,fast_food
13430,587775005,51.502499,-0.11761,cafe
13431,587777429,51.502732,-0.117384,telephone
13432,587787640,51.5010382,-0.1186688,restaurant
13433,587844641,51.49892,-0.112485,bicycle_parking
13434,587850226,51.4948102,-0.0887005,pub
13435,587850784,51.4950191,-0.0881809,fast_food
13436,588007728,51.5072231,-0.128274,embassy
13437,588011389,51.50694,-0.127218,restaurant
13438,588011416,51.5067686,-0.1272774,telephone
13439,588012093,51.506303,-0.1269166,restaurant
13440,588020429,51.6685055,-0.2891128,place_of_worship
13441,588034827,51.507422,-0.126833,cafe
13442,588175347,51.5075104,-0.1218098,toilets
13443,588470670,51.4949568,-0.0883294,fast_food
13444,588474736,51.4948912,-0.0884898,cafe
13445,588477901,51.5171339,-0.1708549,post_box
13446,588477904,51.5177648,-0.173516,post_box
13447,588490958,51.5224489,-0.1439593,restaurant
13448,588505088,51.5169597,-0.1270167,post_box
13449,588512651,51.5020571,-0.1095279,bar
13450,588513517,51.5043933,-0.114644,restaurant
13451,588514255,51.503491,-0.115242,car_rental
13452,588514588,51.502853,-0.115854,car_rental
13453,588792448,51.500225,-0.149435,bank
13454,588867020,51.5804248,0.0235881,post_box
13455,588867120,51.580958,0.0239432,recycling
13456,588867128,51.5810459,0.024371,place_of_worship
13457,588867179,51.5828178,0.0248349,post_box
13458,588867295,51.5855427,0.0266558,post_box
13459,588867997,51.5873132,0.0215063,post_box
13460,588868175,51.5823891,0.020515,public_building
13461,588868197,51.5817697,0.0203553,post_box
13462,588872883,51.498073,-0.143679,telephone
13463,588966573,51.4311033,-0.0141151,post_box
